"REF_DATE","GEO","DGUID","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","All census metropolitan areas and census agglomerations, Canada","","Both sexes","All ages","Persons","249","units","0","v1078828628","161.1.1","32029012","","","","0"
"2022","All census metropolitan areas and census agglomerations, Canada","","Both sexes","All ages","Persons","249","units","0","v1078828628","161.1.1","32668295","","","","0"
"2014","All census metropolitan areas, Canada","","Both sexes","All ages","Persons","249","units","0","v1078828973","162.1.1","25084157","","","","0"
"2015","All census metropolitan areas, Canada","","Both sexes","All ages","Persons","249","units","0","v1078828973","162.1.1","25315512","","","","0"
"2016","All census metropolitan areas, Canada","","Both sexes","All ages","Persons","249","units","0","v1078828973","162.1.1","25660482","","","","0"
"2017","All census metropolitan areas, Canada","","Both sexes","All ages","Persons","249","units","0","v1078828973","162.1.1","26044843","","","","0"
"2018","All census metropolitan areas, Canada","","Both sexes","All ages","Persons","249","units","0","v1078828973","162.1.1","26495266","","","","0"
"2019","All census metropolitan areas, Canada","","Both sexes","All ages","Persons","249","units","0","v1078828973","162.1.1","26963470","","","","0"
"2020","All census metropolitan areas, Canada","","Both sexes","All ages","Persons","249","units","0","v1078828973","162.1.1","27305747","","","","0"
"2021","All census metropolitan areas, Canada","","Both sexes","All ages","Persons","249","units","0","v1078828973","162.1.1","27433020","","","","0"
"2022","All census metropolitan areas, Canada","","Both sexes","All ages","Persons","249","units","0","v1078828973","162.1.1","28006624","","","","0"
"2014","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Both sexes","All ages","Persons","249","units","0","v1060771501","1.1.1","208228","","","","0"
"2015","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Both sexes","All ages","Persons","249","units","0","v1060771501","1.1.1","209191","","","","0"
"2016","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Both sexes","All ages","Persons","249","units","0","v1060771501","1.1.1","211003","","","","0"
"2017","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Both sexes","All ages","Persons","249","units","0","v1060771501","1.1.1","212144","","","","0"
"2018","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Both sexes","All ages","Persons","249","units","0","v1060771501","1.1.1","212344","","","","0"
"2019","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Both sexes","All ages","Persons","249","units","0","v1060771501","1.1.1","213113","","","","0"
"2020","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Both sexes","All ages","Persons","249","units","0","v1060771501","1.1.1","213919","","","","0"
"2021","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Both sexes","All ages","Persons","249","units","0","v1060771501","1.1.1","214267","","","","0"
"2022","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Both sexes","All ages","Persons","249","units","0","v1060771501","1.1.1","219119","","","","0"
"2014","Halifax (CMA), Nova Scotia","2016S0503205","Both sexes","All ages","Persons","249","units","0","v1060773811","8.1.1","407061","","","","0"
"2015","Halifax (CMA), Nova Scotia","2016S0503205","Both sexes","All ages","Persons","249","units","0","v1060773811","8.1.1","408017","","","","0"
"2016","Halifax (CMA), Nova Scotia","2016S0503205","Both sexes","All ages","Persons","249","units","0","v1060773811","8.1.1","414015","","","","0"
"2017","Halifax (CMA), Nova Scotia","2016S0503205","Both sexes","All ages","Persons","249","units","0","v1060773811","8.1.1","421712","","","","0"
"2018","Halifax (CMA), Nova Scotia","2016S0503205","Both sexes","All ages","Persons","249","units","0","v1060773811","8.1.1","429893","","","","0"
"2019","Halifax (CMA), Nova Scotia","2016S0503205","Both sexes","All ages","Persons","249","units","0","v1060773811","8.1.1","439835","","","","0"
"2020","Halifax (CMA), Nova Scotia","2016S0503205","Both sexes","All ages","Persons","249","units","0","v1060773811","8.1.1","450910","","","","0"
"2021","Halifax (CMA), Nova Scotia","2016S0503205","Both sexes","All ages","Persons","249","units","0","v1060773811","8.1.1","459869","","","","0"
"2022","Halifax (CMA), Nova Scotia","2016S0503205","Both sexes","All ages","Persons","249","units","0","v1060773811","8.1.1","480582","","","","0"
"2014","Moncton (CMA), New Brunswick","2016S0503305","Both sexes","All ages","Persons","249","units","0","v1060775461","13.1.1","145708","","","","0"
"2015","Moncton (CMA), New Brunswick","2016S0503305","Both sexes","All ages","Persons","249","units","0","v1060775461","13.1.1","146367","","","","0"
"2016","Moncton (CMA), New Brunswick","2016S0503305","Both sexes","All ages","Persons","249","units","0","v1060775461","13.1.1","148467","","","","0"
"2017","Moncton (CMA), New Brunswick","2016S0503305","Both sexes","All ages","Persons","249","units","0","v1060775461","13.1.1","150438","","","","0"
"2018","Moncton (CMA), New Brunswick","2016S0503305","Both sexes","All ages","Persons","249","units","0","v1060775461","13.1.1","152560","","","","0"
"2019","Moncton (CMA), New Brunswick","2016S0503305","Both sexes","All ages","Persons","249","units","0","v1060775461","13.1.1","155891","","","","0"
"2020","Moncton (CMA), New Brunswick","2016S0503305","Both sexes","All ages","Persons","249","units","0","v1060775461","13.1.1","159177","","","","0"
"2021","Moncton (CMA), New Brunswick","2016S0503305","Both sexes","All ages","Persons","249","units","0","v1060775461","13.1.1","162824","","","","0"
"2022","Moncton (CMA), New Brunswick","2016S0503305","Both sexes","All ages","Persons","249","units","0","v1060775461","13.1.1","171608","","","","0"
"2014","Saint John (CMA), New Brunswick","2016S0503310","Both sexes","All ages","Persons","249","units","0","v1060775791","14.1.1","128543","","","","0"
"2015","Saint John (CMA), New Brunswick","2016S0503310","Both sexes","All ages","Persons","249","units","0","v1060775791","14.1.1","128282","","","","0"
"2016","Saint John (CMA), New Brunswick","2016S0503310","Both sexes","All ages","Persons","249","units","0","v1060775791","14.1.1","128926","","","","0"
"2017","Saint John (CMA), New Brunswick","2016S0503310","Both sexes","All ages","Persons","249","units","0","v1060775791","14.1.1","129483","","","","0"
"2018","Saint John (CMA), New Brunswick","2016S0503310","Both sexes","All ages","Persons","249","units","0","v1060775791","14.1.1","130250","","","","0"
"2019","Saint John (CMA), New Brunswick","2016S0503310","Both sexes","All ages","Persons","249","units","0","v1060775791","14.1.1","131089","","","","0"
"2020","Saint John (CMA), New Brunswick","2016S0503310","Both sexes","All ages","Persons","249","units","0","v1060775791","14.1.1","131935","","","","0"
"2021","Saint John (CMA), New Brunswick","2016S0503310","Both sexes","All ages","Persons","249","units","0","v1060775791","14.1.1","132761","","","","0"
"2022","Saint John (CMA), New Brunswick","2016S0503310","Both sexes","All ages","Persons","249","units","0","v1060775791","14.1.1","135622","","","","0"
"2014","Saguenay (CMA), Quebec","2016S0503408","Both sexes","All ages","Persons","249","units","0","v1060779751","26.1.1","161387","","","","0"
"2015","Saguenay (CMA), Quebec","2016S0503408","Both sexes","All ages","Persons","249","units","0","v1060779751","26.1.1","161381","","","","0"
"2016","Saguenay (CMA), Quebec","2016S0503408","Both sexes","All ages","Persons","249","units","0","v1060779751","26.1.1","161450","","","","0"
"2017","Saguenay (CMA), Quebec","2016S0503408","Both sexes","All ages","Persons","249","units","0","v1060779751","26.1.1","161694","","","","0"
"2018","Saguenay (CMA), Quebec","2016S0503408","Both sexes","All ages","Persons","249","units","0","v1060779751","26.1.1","162064","","","","0"
"2019","Saguenay (CMA), Quebec","2016S0503408","Both sexes","All ages","Persons","249","units","0","v1060779751","26.1.1","162591","","","","0"
"2020","Saguenay (CMA), Quebec","2016S0503408","Both sexes","All ages","Persons","249","units","0","v1060779751","26.1.1","163335","","","","0"
"2021","Saguenay (CMA), Quebec","2016S0503408","Both sexes","All ages","Persons","249","units","0","v1060779751","26.1.1","163630","","","","0"
"2022","Saguenay (CMA), Quebec","2016S0503408","Both sexes","All ages","Persons","249","units","0","v1060779751","26.1.1","165185","","","","0"
"2014","Québec (CMA), Quebec","2016S0503421","Both sexes","All ages","Persons","249","units","0","v1060781071","30.1.1","794411","","","","0"
"2015","Québec (CMA), Quebec","2016S0503421","Both sexes","All ages","Persons","249","units","0","v1060781071","30.1.1","799046","","","","0"
"2016","Québec (CMA), Quebec","2016S0503421","Both sexes","All ages","Persons","249","units","0","v1060781071","30.1.1","804875","","","","0"
"2017","Québec (CMA), Quebec","2016S0503421","Both sexes","All ages","Persons","249","units","0","v1060781071","30.1.1","810125","","","","0"
"2018","Québec (CMA), Quebec","2016S0503421","Both sexes","All ages","Persons","249","units","0","v1060781071","30.1.1","816931","","","","0"
"2019","Québec (CMA), Quebec","2016S0503421","Both sexes","All ages","Persons","249","units","0","v1060781071","30.1.1","825234","","","","0"
"2020","Québec (CMA), Quebec","2016S0503421","Both sexes","All ages","Persons","249","units","0","v1060781071","30.1.1","832021","","","","0"
"2021","Québec (CMA), Quebec","2016S0503421","Both sexes","All ages","Persons","249","units","0","v1060781071","30.1.1","836615","","","","0"
"2022","Québec (CMA), Quebec","2016S0503421","Both sexes","All ages","Persons","249","units","0","v1060781071","30.1.1","848776","","","","0"
"2014","Sherbrooke (CMA), Quebec","2016S0503433","Both sexes","All ages","Persons","249","units","0","v1060782391","34.1.1","209930","","","","0"
"2015","Sherbrooke (CMA), Quebec","2016S0503433","Both sexes","All ages","Persons","249","units","0","v1060782391","34.1.1","210873","","","","0"
"2016","Sherbrooke (CMA), Quebec","2016S0503433","Both sexes","All ages","Persons","249","units","0","v1060782391","34.1.1","213344","","","","0"
"2017","Sherbrooke (CMA), Quebec","2016S0503433","Both sexes","All ages","Persons","249","units","0","v1060782391","34.1.1","215386","","","","0"
"2018","Sherbrooke (CMA), Quebec","2016S0503433","Both sexes","All ages","Persons","249","units","0","v1060782391","34.1.1","218126","","","","0"
"2019","Sherbrooke (CMA), Quebec","2016S0503433","Both sexes","All ages","Persons","249","units","0","v1060782391","34.1.1","221325","","","","0"
"2020","Sherbrooke (CMA), Quebec","2016S0503433","Both sexes","All ages","Persons","249","units","0","v1060782391","34.1.1","224456","","","","0"
"2021","Sherbrooke (CMA), Quebec","2016S0503433","Both sexes","All ages","Persons","249","units","0","v1060782391","34.1.1","227448","","","","0"
"2022","Sherbrooke (CMA), Quebec","2016S0503433","Both sexes","All ages","Persons","249","units","0","v1060782391","34.1.1","231055","","","","0"
"2014","Trois-Rivières (CMA), Quebec","2016S0503442","Both sexes","All ages","Persons","249","units","0","v1060783381","37.1.1","155188","","","","0"
"2015","Trois-Rivières (CMA), Quebec","2016S0503442","Both sexes","All ages","Persons","249","units","0","v1060783381","37.1.1","155679","","","","0"
"2016","Trois-Rivières (CMA), Quebec","2016S0503442","Both sexes","All ages","Persons","249","units","0","v1060783381","37.1.1","156813","","","","0"
"2017","Trois-Rivières (CMA), Quebec","2016S0503442","Both sexes","All ages","Persons","249","units","0","v1060783381","37.1.1","158181","","","","0"
"2018","Trois-Rivières (CMA), Quebec","2016S0503442","Both sexes","All ages","Persons","249","units","0","v1060783381","37.1.1","159170","","","","0"
"2019","Trois-Rivières (CMA), Quebec","2016S0503442","Both sexes","All ages","Persons","249","units","0","v1060783381","37.1.1","160902","","","","0"
"2020","Trois-Rivières (CMA), Quebec","2016S0503442","Both sexes","All ages","Persons","249","units","0","v1060783381","37.1.1","163374","","","","0"
"2021","Trois-Rivières (CMA), Quebec","2016S0503442","Both sexes","All ages","Persons","249","units","0","v1060783381","37.1.1","165037","","","","0"
"2022","Trois-Rivières (CMA), Quebec","2016S0503442","Both sexes","All ages","Persons","249","units","0","v1060783381","37.1.1","167732","","","","0"
"2014","Montréal (CMA), Quebec","2016S0503462","Both sexes","All ages","Persons","249","units","0","v1060785691","44.1.1","4093501","","","","0"
"2015","Montréal (CMA), Quebec","2016S0503462","Both sexes","All ages","Persons","249","units","0","v1060785691","44.1.1","4109712","","","","0"
"2016","Montréal (CMA), Quebec","2016S0503462","Both sexes","All ages","Persons","249","units","0","v1060785691","44.1.1","4140425","","","","0"
"2017","Montréal (CMA), Quebec","2016S0503462","Both sexes","All ages","Persons","249","units","0","v1060785691","44.1.1","4193207","","","","0"
"2018","Montréal (CMA), Quebec","2016S0503462","Both sexes","All ages","Persons","249","units","0","v1060785691","44.1.1","4264846","","","","0"
"2019","Montréal (CMA), Quebec","2016S0503462","Both sexes","All ages","Persons","249","units","0","v1060785691","44.1.1","4334308","","","","0"
"2020","Montréal (CMA), Quebec","2016S0503462","Both sexes","All ages","Persons","249","units","0","v1060785691","44.1.1","4366487","","","","0"
"2021","Montréal (CMA), Quebec","2016S0503462","Both sexes","All ages","Persons","249","units","0","v1060785691","44.1.1","4340642","","","","0"
"2022","Montréal (CMA), Quebec","2016S0503462","Both sexes","All ages","Persons","249","units","0","v1060785691","44.1.1","4378796","","","","0"
"2014","Ottawa - Gatineau (CMA), Ontario/Quebec","2016S0503505","Both sexes","All ages","Persons","249","units","0","v1060788331","52.1.1","1326612","","","","0"
"2015","Ottawa - Gatineau (CMA), Ontario/Quebec","2016S0503505","Both sexes","All ages","Persons","249","units","0","v1060788331","52.1.1","1337305","","","","0"
"2016","Ottawa - Gatineau (CMA), Ontario/Quebec","2016S0503505","Both sexes","All ages","Persons","249","units","0","v1060788331","52.1.1","1358100","","","","0"
"2017","Ottawa - Gatineau (CMA), Ontario/Quebec","2016S0503505","Both sexes","All ages","Persons","249","units","0","v1060788331","52.1.1","1384897","","","","0"
"2018","Ottawa - Gatineau (CMA), Ontario/Quebec","2016S0503505","Both sexes","All ages","Persons","249","units","0","v1060788331","52.1.1","1411032","","","","0"
"2019","Ottawa - Gatineau (CMA), Ontario/Quebec","2016S0503505","Both sexes","All ages","Persons","249","units","0","v1060788331","52.1.1","1438015","","","","0"
"2020","Ottawa - Gatineau (CMA), Ontario/Quebec","2016S0503505","Both sexes","All ages","Persons","249","units","0","v1060788331","52.1.1","1462582","","","","0"
"2021","Ottawa - Gatineau (CMA), Ontario/Quebec","2016S0503505","Both sexes","All ages","Persons","249","units","0","v1060788331","52.1.1","1474077","","","","0"
"2022","Ottawa - Gatineau (CMA), Ontario/Quebec","2016S0503505","Both sexes","All ages","Persons","249","units","0","v1060788331","52.1.1","1498610","","","","0"
"2014","Ottawa - Gatineau (CMA), Ontario part, Ontario","2016S050535505","Both sexes","All ages","Persons","249","units","0","v1060788661","53.1.1","997494","","","","0"
"2015","Ottawa - Gatineau (CMA), Ontario part, Ontario","2016S050535505","Both sexes","All ages","Persons","249","units","0","v1060788661","53.1.1","1006491","","","","0"
"2016","Ottawa - Gatineau (CMA), Ontario part, Ontario","2016S050535505","Both sexes","All ages","Persons","249","units","0","v1060788661","53.1.1","1023678","","","","0"
"2017","Ottawa - Gatineau (CMA), Ontario part, Ontario","2016S050535505","Both sexes","All ages","Persons","249","units","0","v1060788661","53.1.1","1047447","","","","0"
"2018","Ottawa - Gatineau (CMA), Ontario part, Ontario","2016S050535505","Both sexes","All ages","Persons","249","units","0","v1060788661","53.1.1","1069895","","","","0"
"2019","Ottawa - Gatineau (CMA), Ontario part, Ontario","2016S050535505","Both sexes","All ages","Persons","249","units","0","v1060788661","53.1.1","1092267","","","","0"
"2020","Ottawa - Gatineau (CMA), Ontario part, Ontario","2016S050535505","Both sexes","All ages","Persons","249","units","0","v1060788661","53.1.1","1113242","","","","0"
"2021","Ottawa - Gatineau (CMA), Ontario part, Ontario","2016S050535505","Both sexes","All ages","Persons","249","units","0","v1060788661","53.1.1","1122589","","","","0"
"2022","Ottawa - Gatineau (CMA), Ontario part, Ontario","2016S050535505","Both sexes","All ages","Persons","249","units","0","v1060788661","53.1.1","1143407","","","","0"
"2014","Ottawa - Gatineau (CMA), Quebec part, Quebec","2016S050524505","Both sexes","All ages","Persons","249","units","0","v1060788991","54.1.1","329118","","","","0"
"2015","Ottawa - Gatineau (CMA), Quebec part, Quebec","2016S050524505","Both sexes","All ages","Persons","249","units","0","v1060788991","54.1.1","330814","","","","0"
"2016","Ottawa - Gatineau (CMA), Quebec part, Quebec","2016S050524505","Both sexes","All ages","Persons","249","units","0","v1060788991","54.1.1","334422","","","","0"
"2017","Ottawa - Gatineau (CMA), Quebec part, Quebec","2016S050524505","Both sexes","All ages","Persons","249","units","0","v1060788991","54.1.1","337450","","","","0"
"2018","Ottawa - Gatineau (CMA), Quebec part, Quebec","2016S050524505","Both sexes","All ages","Persons","249","units","0","v1060788991","54.1.1","341137","","","","0"
"2019","Ottawa - Gatineau (CMA), Quebec part, Quebec","2016S050524505","Both sexes","All ages","Persons","249","units","0","v1060788991","54.1.1","345748","","","","0"
"2020","Ottawa - Gatineau (CMA), Quebec part, Quebec","2016S050524505","Both sexes","All ages","Persons","249","units","0","v1060788991","54.1.1","349340","","","","0"
"2021","Ottawa - Gatineau (CMA), Quebec part, Quebec","2016S050524505","Both sexes","All ages","Persons","249","units","0","v1060788991","54.1.1","351488","","","","0"
"2022","Ottawa - Gatineau (CMA), Quebec part, Quebec","2016S050524505","Both sexes","All ages","Persons","249","units","0","v1060788991","54.1.1","355203","","","","0"
"2014","Kingston (CMA), Ontario","2016S0503521","Both sexes","All ages","Persons","249","units","0","v1060791301","61.1.1","164019","","","","0"
"2015","Kingston (CMA), Ontario","2016S0503521","Both sexes","All ages","Persons","249","units","0","v1060791301","61.1.1","164334","","","","0"
"2016","Kingston (CMA), Ontario","2016S0503521","Both sexes","All ages","Persons","249","units","0","v1060791301","61.1.1","166004","","","","0"
"2017","Kingston (CMA), Ontario","2016S0503521","Both sexes","All ages","Persons","249","units","0","v1060791301","61.1.1","169487","","","","0"
"2018","Kingston (CMA), Ontario","2016S0503521","Both sexes","All ages","Persons","249","units","0","v1060791301","61.1.1","172702","","","","0"
"2019","Kingston (CMA), Ontario","2016S0503521","Both sexes","All ages","Persons","249","units","0","v1060791301","61.1.1","174723","","","","0"
"2020","Kingston (CMA), Ontario","2016S0503521","Both sexes","All ages","Persons","249","units","0","v1060791301","61.1.1","176176","","","","0"
"2021","Kingston (CMA), Ontario","2016S0503521","Both sexes","All ages","Persons","249","units","0","v1060791301","61.1.1","176738","","","","0"
"2022","Kingston (CMA), Ontario","2016S0503521","Both sexes","All ages","Persons","249","units","0","v1060791301","61.1.1","180070","","","","0"
"2014","Belleville (CMA), Ontario","2016S0503522","Both sexes","All ages","Persons","249","units","0","v1060791631","62.1.1","105079","","","","0"
"2015","Belleville (CMA), Ontario","2016S0503522","Both sexes","All ages","Persons","249","units","0","v1060791631","62.1.1","105416","","","","0"
"2016","Belleville (CMA), Ontario","2016S0503522","Both sexes","All ages","Persons","249","units","0","v1060791631","62.1.1","106282","","","","0"
"2017","Belleville (CMA), Ontario","2016S0503522","Both sexes","All ages","Persons","249","units","0","v1060791631","62.1.1","107922","","","","0"
"2018","Belleville (CMA), Ontario","2016S0503522","Both sexes","All ages","Persons","249","units","0","v1060791631","62.1.1","109626","","","","0"
"2019","Belleville (CMA), Ontario","2016S0503522","Both sexes","All ages","Persons","249","units","0","v1060791631","62.1.1","111180","","","","0"
"2020","Belleville (CMA), Ontario","2016S0503522","Both sexes","All ages","Persons","249","units","0","v1060791631","62.1.1","113045","","","","0"
"2021","Belleville (CMA), Ontario","2016S0503522","Both sexes","All ages","Persons","249","units","0","v1060791631","62.1.1","113875","","","","0"
"2022","Belleville (CMA), Ontario","2016S0503522","Both sexes","All ages","Persons","249","units","0","v1060791631","62.1.1","116013","","","","0"
"2014","Peterborough (CMA), Ontario","2016S0503529","Both sexes","All ages","Persons","249","units","0","v1060792621","65.1.1","122705","","","","0"
"2015","Peterborough (CMA), Ontario","2016S0503529","Both sexes","All ages","Persons","249","units","0","v1060792621","65.1.1","123158","","","","0"
"2016","Peterborough (CMA), Ontario","2016S0503529","Both sexes","All ages","Persons","249","units","0","v1060792621","65.1.1","124845","","","","0"
"2017","Peterborough (CMA), Ontario","2016S0503529","Both sexes","All ages","Persons","249","units","0","v1060792621","65.1.1","127162","","","","0"
"2018","Peterborough (CMA), Ontario","2016S0503529","Both sexes","All ages","Persons","249","units","0","v1060792621","65.1.1","130256","","","","0"
"2019","Peterborough (CMA), Ontario","2016S0503529","Both sexes","All ages","Persons","249","units","0","v1060792621","65.1.1","130993","","","","0"
"2020","Peterborough (CMA), Ontario","2016S0503529","Both sexes","All ages","Persons","249","units","0","v1060792621","65.1.1","131665","","","","0"
"2021","Peterborough (CMA), Ontario","2016S0503529","Both sexes","All ages","Persons","249","units","0","v1060792621","65.1.1","132355","","","","0"
"2022","Peterborough (CMA), Ontario","2016S0503529","Both sexes","All ages","Persons","249","units","0","v1060792621","65.1.1","135005","","","","0"
"2014","Oshawa (CMA), Ontario","2016S0503532","Both sexes","All ages","Persons","249","units","0","v1060793611","68.1.1","380948","","","","0"
"2015","Oshawa (CMA), Ontario","2016S0503532","Both sexes","All ages","Persons","249","units","0","v1060793611","68.1.1","385258","","","","0"
"2016","Oshawa (CMA), Ontario","2016S0503532","Both sexes","All ages","Persons","249","units","0","v1060793611","68.1.1","391942","","","","0"
"2017","Oshawa (CMA), Ontario","2016S0503532","Both sexes","All ages","Persons","249","units","0","v1060793611","68.1.1","398742","","","","0"
"2018","Oshawa (CMA), Ontario","2016S0503532","Both sexes","All ages","Persons","249","units","0","v1060793611","68.1.1","405765","","","","0"
"2019","Oshawa (CMA), Ontario","2016S0503532","Both sexes","All ages","Persons","249","units","0","v1060793611","68.1.1","414531","","","","0"
"2020","Oshawa (CMA), Ontario","2016S0503532","Both sexes","All ages","Persons","249","units","0","v1060793611","68.1.1","424757","","","","0"
"2021","Oshawa (CMA), Ontario","2016S0503532","Both sexes","All ages","Persons","249","units","0","v1060793611","68.1.1","434673","","","","0"
"2022","Oshawa (CMA), Ontario","2016S0503532","Both sexes","All ages","Persons","249","units","0","v1060793611","68.1.1","447079","","","","0"
"2014","Toronto (CMA), Ontario","2016S0503535","Both sexes","All ages","Persons","249","units","0","v1060794271","70.1.1","5998737","","","","0"
"2015","Toronto (CMA), Ontario","2016S0503535","Both sexes","All ages","Persons","249","units","0","v1060794271","70.1.1","6045240","","","","0"
"2016","Toronto (CMA), Ontario","2016S0503535","Both sexes","All ages","Persons","249","units","0","v1060794271","70.1.1","6125013","","","","0"
"2017","Toronto (CMA), Ontario","2016S0503535","Both sexes","All ages","Persons","249","units","0","v1060794271","70.1.1","6217328","","","","0"
"2018","Toronto (CMA), Ontario","2016S0503535","Both sexes","All ages","Persons","249","units","0","v1060794271","70.1.1","6337780","","","","0"
"2019","Toronto (CMA), Ontario","2016S0503535","Both sexes","All ages","Persons","249","units","0","v1060794271","70.1.1","6462898","","","","0"
"2020","Toronto (CMA), Ontario","2016S0503535","Both sexes","All ages","Persons","249","units","0","v1060794271","70.1.1","6543886","","","","0"
"2021","Toronto (CMA), Ontario","2016S0503535","Both sexes","All ages","Persons","249","units","0","v1060794271","70.1.1","6547381","","","","0"
"2022","Toronto (CMA), Ontario","2016S0503535","Both sexes","All ages","Persons","249","units","0","v1060794271","70.1.1","6685621","","","","0"
"2014","Hamilton (CMA), Ontario","2016S0503537","Both sexes","All ages","Persons","249","units","0","v1060794601","71.1.1","756928","","","","0"
"2015","Hamilton (CMA), Ontario","2016S0503537","Both sexes","All ages","Persons","249","units","0","v1060794601","71.1.1","761279","","","","0"
"2016","Hamilton (CMA), Ontario","2016S0503537","Both sexes","All ages","Persons","249","units","0","v1060794601","71.1.1","768982","","","","0"
"2017","Hamilton (CMA), Ontario","2016S0503537","Both sexes","All ages","Persons","249","units","0","v1060794601","71.1.1","777572","","","","0"
"2018","Hamilton (CMA), Ontario","2016S0503537","Both sexes","All ages","Persons","249","units","0","v1060794601","71.1.1","785214","","","","0"
"2019","Hamilton (CMA), Ontario","2016S0503537","Both sexes","All ages","Persons","249","units","0","v1060794601","71.1.1","795410","","","","0"
"2020","Hamilton (CMA), Ontario","2016S0503537","Both sexes","All ages","Persons","249","units","0","v1060794601","71.1.1","806522","","","","0"
"2021","Hamilton (CMA), Ontario","2016S0503537","Both sexes","All ages","Persons","249","units","0","v1060794601","71.1.1","811396","","","","0"
"2022","Hamilton (CMA), Ontario","2016S0503537","Both sexes","All ages","Persons","249","units","0","v1060794601","71.1.1","821839","","","","0"
"2014","St. Catharines - Niagara (CMA), Ontario","2016S0503539","Both sexes","All ages","Persons","249","units","0","v1060794931","72.1.1","407835","","","","0"
"2015","St. Catharines - Niagara (CMA), Ontario","2016S0503539","Both sexes","All ages","Persons","249","units","0","v1060794931","72.1.1","410971","","","","0"
"2016","St. Catharines - Niagara (CMA), Ontario","2016S0503539","Both sexes","All ages","Persons","249","units","0","v1060794931","72.1.1","416384","","","","0"
"2017","St. Catharines - Niagara (CMA), Ontario","2016S0503539","Both sexes","All ages","Persons","249","units","0","v1060794931","72.1.1","422407","","","","0"
"2018","St. Catharines - Niagara (CMA), Ontario","2016S0503539","Both sexes","All ages","Persons","249","units","0","v1060794931","72.1.1","428383","","","","0"
"2019","St. Catharines - Niagara (CMA), Ontario","2016S0503539","Both sexes","All ages","Persons","249","units","0","v1060794931","72.1.1","433955","","","","0"
"2020","St. Catharines - Niagara (CMA), Ontario","2016S0503539","Both sexes","All ages","Persons","249","units","0","v1060794931","72.1.1","437080","","","","0"
"2021","St. Catharines - Niagara (CMA), Ontario","2016S0503539","Both sexes","All ages","Persons","249","units","0","v1060794931","72.1.1","441452","","","","0"
"2022","St. Catharines - Niagara (CMA), Ontario","2016S0503539","Both sexes","All ages","Persons","249","units","0","v1060794931","72.1.1","450501","","","","0"
"2014","Kitchener - Cambridge - Waterloo (CMA), Ontario","2016S0503541","Both sexes","All ages","Persons","249","units","0","v1060795261","73.1.1","525299","","","","0"
"2015","Kitchener - Cambridge - Waterloo (CMA), Ontario","2016S0503541","Both sexes","All ages","Persons","249","units","0","v1060795261","73.1.1","530170","","","","0"
