"REF_DATE","GEO","DGUID","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","Gaspésie-Îles-de-la-Madeleine, Quebec","2016S05002410","Both sexes","All ages","Persons","249","units","0","v1061311381","21.1.1","90456","","","","0"
"2020","Gaspésie-Îles-de-la-Madeleine, Quebec","2016S05002410","Both sexes","All ages","Persons","249","units","0","v1061311381","21.1.1","90689","","","","0"
"2021","Gaspésie-Îles-de-la-Madeleine, Quebec","2016S05002410","Both sexes","All ages","Persons","249","units","0","v1061311381","21.1.1","92015","","","","0"
"2022","Gaspésie-Îles-de-la-Madeleine, Quebec","2016S05002410","Both sexes","All ages","Persons","249","units","0","v1061311381","21.1.1","92403","","","","0"
"2014","Bas-Saint-Laurent, Quebec","2016S05002415","Both sexes","All ages","Persons","249","units","0","v1061311711","22.1.1","199155","","","","0"
"2015","Bas-Saint-Laurent, Quebec","2016S05002415","Both sexes","All ages","Persons","249","units","0","v1061311711","22.1.1","198127","","","","0"
"2016","Bas-Saint-Laurent, Quebec","2016S05002415","Both sexes","All ages","Persons","249","units","0","v1061311711","22.1.1","197802","","","","0"
"2017","Bas-Saint-Laurent, Quebec","2016S05002415","Both sexes","All ages","Persons","249","units","0","v1061311711","22.1.1","197550","","","","0"
"2018","Bas-Saint-Laurent, Quebec","2016S05002415","Both sexes","All ages","Persons","249","units","0","v1061311711","22.1.1","197291","","","","0"
"2019","Bas-Saint-Laurent, Quebec","2016S05002415","Both sexes","All ages","Persons","249","units","0","v1061311711","22.1.1","197530","","","","0"
"2020","Bas-Saint-Laurent, Quebec","2016S05002415","Both sexes","All ages","Persons","249","units","0","v1061311711","22.1.1","198078","","","","0"
"2021","Bas-Saint-Laurent, Quebec","2016S05002415","Both sexes","All ages","Persons","249","units","0","v1061311711","22.1.1","199053","","","","0"
"2022","Bas-Saint-Laurent, Quebec","2016S05002415","Both sexes","All ages","Persons","249","units","0","v1061311711","22.1.1","200507","","","","0"
"2014","Capitale-Nationale, Quebec","2016S05002420","Both sexes","All ages","Persons","249","units","0","v1061312041","23.1.1","725382","","","","0"
"2015","Capitale-Nationale, Quebec","2016S05002420","Both sexes","All ages","Persons","249","units","0","v1061312041","23.1.1","729094","","","","0"
"2016","Capitale-Nationale, Quebec","2016S05002420","Both sexes","All ages","Persons","249","units","0","v1061312041","23.1.1","733847","","","","0"
"2017","Capitale-Nationale, Quebec","2016S05002420","Both sexes","All ages","Persons","249","units","0","v1061312041","23.1.1","738620","","","","0"
"2018","Capitale-Nationale, Quebec","2016S05002420","Both sexes","All ages","Persons","249","units","0","v1061312041","23.1.1","744399","","","","0"
"2019","Capitale-Nationale, Quebec","2016S05002420","Both sexes","All ages","Persons","249","units","0","v1061312041","23.1.1","751442","","","","0"
"2020","Capitale-Nationale, Quebec","2016S05002420","Both sexes","All ages","Persons","249","units","0","v1061312041","23.1.1","756796","","","","0"
"2021","Capitale-Nationale, Quebec","2016S05002420","Both sexes","All ages","Persons","249","units","0","v1061312041","23.1.1","760732","","","","0"
"2022","Capitale-Nationale, Quebec","2016S05002420","Both sexes","All ages","Persons","249","units","0","v1061312041","23.1.1","771611","","","","0"
"2014","Chaudière-Appalaches, Quebec","2016S05002425","Both sexes","All ages","Persons","249","units","0","v1061312371","24.1.1","418135","","","","0"
"2015","Chaudière-Appalaches, Quebec","2016S05002425","Both sexes","All ages","Persons","249","units","0","v1061312371","24.1.1","419809","","","","0"
"2016","Chaudière-Appalaches, Quebec","2016S05002425","Both sexes","All ages","Persons","249","units","0","v1061312371","24.1.1","422019","","","","0"
"2017","Chaudière-Appalaches, Quebec","2016S05002425","Both sexes","All ages","Persons","249","units","0","v1061312371","24.1.1","424188","","","","0"
"2018","Chaudière-Appalaches, Quebec","2016S05002425","Both sexes","All ages","Persons","249","units","0","v1061312371","24.1.1","426578","","","","0"
"2019","Chaudière-Appalaches, Quebec","2016S05002425","Both sexes","All ages","Persons","249","units","0","v1061312371","24.1.1","428969","","","","0"
"2020","Chaudière-Appalaches, Quebec","2016S05002425","Both sexes","All ages","Persons","249","units","0","v1061312371","24.1.1","432805","","","","0"
"2021","Chaudière-Appalaches, Quebec","2016S05002425","Both sexes","All ages","Persons","249","units","0","v1061312371","24.1.1","438185","","","","0"
"2022","Chaudière-Appalaches, Quebec","2016S05002425","Both sexes","All ages","Persons","249","units","0","v1061312371","24.1.1","444072","","","","0"
"2014","Estrie, Quebec","2016S05002430","Both sexes","All ages","Persons","249","units","0","v1061312701","25.1.1","317208","","","","0"
"2015","Estrie, Quebec","2016S05002430","Both sexes","All ages","Persons","249","units","0","v1061312701","25.1.1","317894","","","","0"
"2016","Estrie, Quebec","2016S05002430","Both sexes","All ages","Persons","249","units","0","v1061312701","25.1.1","320452","","","","0"
"2017","Estrie, Quebec","2016S05002430","Both sexes","All ages","Persons","249","units","0","v1061312701","25.1.1","322664","","","","0"
"2018","Estrie, Quebec","2016S05002430","Both sexes","All ages","Persons","249","units","0","v1061312701","25.1.1","325833","","","","0"
"2019","Estrie, Quebec","2016S05002430","Both sexes","All ages","Persons","249","units","0","v1061312701","25.1.1","329354","","","","0"
"2020","Estrie, Quebec","2016S05002430","Both sexes","All ages","Persons","249","units","0","v1061312701","25.1.1","333590","","","","0"
"2021","Estrie, Quebec","2016S05002430","Both sexes","All ages","Persons","249","units","0","v1061312701","25.1.1","338382","","","","0"
"2022","Estrie, Quebec","2016S05002430","Both sexes","All ages","Persons","249","units","0","v1061312701","25.1.1","343395","","","","0"
"2014","Centre-du-Québec, Quebec","2016S05002433","Both sexes","All ages","Persons","249","units","0","v1061313031","26.1.1","240558","","","","0"
"2015","Centre-du-Québec, Quebec","2016S05002433","Both sexes","All ages","Persons","249","units","0","v1061313031","26.1.1","241596","","","","0"
"2016","Centre-du-Québec, Quebec","2016S05002433","Both sexes","All ages","Persons","249","units","0","v1061313031","26.1.1","243366","","","","0"
"2017","Centre-du-Québec, Quebec","2016S05002433","Both sexes","All ages","Persons","249","units","0","v1061313031","26.1.1","245537","","","","0"
"2018","Centre-du-Québec, Quebec","2016S05002433","Both sexes","All ages","Persons","249","units","0","v1061313031","26.1.1","247496","","","","0"
"2019","Centre-du-Québec, Quebec","2016S05002433","Both sexes","All ages","Persons","249","units","0","v1061313031","26.1.1","249467","","","","0"
"2020","Centre-du-Québec, Quebec","2016S05002433","Both sexes","All ages","Persons","249","units","0","v1061313031","26.1.1","251674","","","","0"
"2021","Centre-du-Québec, Quebec","2016S05002433","Both sexes","All ages","Persons","249","units","0","v1061313031","26.1.1","255548","","","","0"
"2022","Centre-du-Québec, Quebec","2016S05002433","Both sexes","All ages","Persons","249","units","0","v1061313031","26.1.1","259033","","","","0"
"2014","Montérégie, Quebec","2016S05002435","Both sexes","All ages","Persons","249","units","0","v1061313361","27.1.1","1504034","","","","0"
"2015","Montérégie, Quebec","2016S05002435","Both sexes","All ages","Persons","249","units","0","v1061313361","27.1.1","1512767","","","","0"
"2016","Montérégie, Quebec","2016S05002435","Both sexes","All ages","Persons","249","units","0","v1061313361","27.1.1","1526762","","","","0"
"2017","Montérégie, Quebec","2016S05002435","Both sexes","All ages","Persons","249","units","0","v1061313361","27.1.1","1542490","","","","0"
"2018","Montérégie, Quebec","2016S05002435","Both sexes","All ages","Persons","249","units","0","v1061313361","27.1.1","1561941","","","","0"
"2019","Montérégie, Quebec","2016S05002435","Both sexes","All ages","Persons","249","units","0","v1061313361","27.1.1","1583741","","","","0"
"2020","Montérégie, Quebec","2016S05002435","Both sexes","All ages","Persons","249","units","0","v1061313361","27.1.1","1603094","","","","0"
"2021","Montérégie, Quebec","2016S05002435","Both sexes","All ages","Persons","249","units","0","v1061313361","27.1.1","1621443","","","","0"
"2022","Montérégie, Quebec","2016S05002435","Both sexes","All ages","Persons","249","units","0","v1061313361","27.1.1","1639391","","","","0"
"2014","Montréal, Quebec","2016S05002440","Both sexes","All ages","Persons","249","units","0","v1061313691","28.1.1","1949425","","","","0"
"2015","Montréal, Quebec","2016S05002440","Both sexes","All ages","Persons","249","units","0","v1061313691","28.1.1","1950025","","","","0"
"2016","Montréal, Quebec","2016S05002440","Both sexes","All ages","Persons","249","units","0","v1061313691","28.1.1","1959014","","","","0"
"2017","Montréal, Quebec","2016S05002440","Both sexes","All ages","Persons","249","units","0","v1061313691","28.1.1","1986067","","","","0"
"2018","Montréal, Quebec","2016S05002440","Both sexes","All ages","Persons","249","units","0","v1061313691","28.1.1","2028244","","","","0"
"2019","Montréal, Quebec","2016S05002440","Both sexes","All ages","Persons","249","units","0","v1061313691","28.1.1","2066038","","","","0"
"2020","Montréal, Quebec","2016S05002440","Both sexes","All ages","Persons","249","units","0","v1061313691","28.1.1","2072234","","","","0"
"2021","Montréal, Quebec","2016S05002440","Both sexes","All ages","Persons","249","units","0","v1061313691","28.1.1","2024806","","","","0"
"2022","Montréal, Quebec","2016S05002440","Both sexes","All ages","Persons","249","units","0","v1061313691","28.1.1","2038845","","","","0"
"2014","Laval, Quebec","2016S05002445","Both sexes","All ages","Persons","249","units","0","v1061314021","29.1.1","418726","","","","0"
"2015","Laval, Quebec","2016S05002445","Both sexes","All ages","Persons","249","units","0","v1061314021","29.1.1","421393","","","","0"
"2016","Laval, Quebec","2016S05002445","Both sexes","All ages","Persons","249","units","0","v1061314021","29.1.1","425461","","","","0"
"2017","Laval, Quebec","2016S05002445","Both sexes","All ages","Persons","249","units","0","v1061314021","29.1.1","429753","","","","0"
"2018","Laval, Quebec","2016S05002445","Both sexes","All ages","Persons","249","units","0","v1061314021","29.1.1","435099","","","","0"
"2019","Laval, Quebec","2016S05002445","Both sexes","All ages","Persons","249","units","0","v1061314021","29.1.1","439583","","","","0"
"2020","Laval, Quebec","2016S05002445","Both sexes","All ages","Persons","249","units","0","v1061314021","29.1.1","442574","","","","0"
"2021","Laval, Quebec","2016S05002445","Both sexes","All ages","Persons","249","units","0","v1061314021","29.1.1","443093","","","","0"
"2022","Laval, Quebec","2016S05002445","Both sexes","All ages","Persons","249","units","0","v1061314021","29.1.1","446476","","","","0"
"2014","Lanaudière, Quebec","2016S05002450","Both sexes","All ages","Persons","249","units","0","v1061314351","30.1.1","491007","","","","0"
"2015","Lanaudière, Quebec","2016S05002450","Both sexes","All ages","Persons","249","units","0","v1061314351","30.1.1","493750","","","","0"
"2016","Lanaudière, Quebec","2016S05002450","Both sexes","All ages","Persons","249","units","0","v1061314351","30.1.1","497298","","","","0"
"2017","Lanaudière, Quebec","2016S05002450","Both sexes","All ages","Persons","249","units","0","v1061314351","30.1.1","502991","","","","0"
"2018","Lanaudière, Quebec","2016S05002450","Both sexes","All ages","Persons","249","units","0","v1061314351","30.1.1","508958","","","","0"
"2019","Lanaudière, Quebec","2016S05002450","Both sexes","All ages","Persons","249","units","0","v1061314351","30.1.1","515727","","","","0"
"2020","Lanaudière, Quebec","2016S05002450","Both sexes","All ages","Persons","249","units","0","v1061314351","30.1.1","524425","","","","0"
"2021","Lanaudière, Quebec","2016S05002450","Both sexes","All ages","Persons","249","units","0","v1061314351","30.1.1","535132","","","","0"
"2022","Lanaudière, Quebec","2016S05002450","Both sexes","All ages","Persons","249","units","0","v1061314351","30.1.1","544265","","","","0"
"2014","Laurentides, Quebec","2016S05002455","Both sexes","All ages","Persons","249","units","0","v1061314681","31.1.1","583081","","","","0"
"2015","Laurentides, Quebec","2016S05002455","Both sexes","All ages","Persons","249","units","0","v1061314681","31.1.1","588192","","","","0"
"2016","Laurentides, Quebec","2016S05002455","Both sexes","All ages","Persons","249","units","0","v1061314681","31.1.1","594981","","","","0"
"2017","Laurentides, Quebec","2016S05002455","Both sexes","All ages","Persons","249","units","0","v1061314681","31.1.1","603209","","","","0"
"2018","Laurentides, Quebec","2016S05002455","Both sexes","All ages","Persons","249","units","0","v1061314681","31.1.1","611917","","","","0"
"2019","Laurentides, Quebec","2016S05002455","Both sexes","All ages","Persons","249","units","0","v1061314681","31.1.1","620648","","","","0"
"2020","Laurentides, Quebec","2016S05002455","Both sexes","All ages","Persons","249","units","0","v1061314681","31.1.1","631742","","","","0"
"2021","Laurentides, Quebec","2016S05002455","Both sexes","All ages","Persons","249","units","0","v1061314681","31.1.1","646888","","","","0"
"2022","Laurentides, Quebec","2016S05002455","Both sexes","All ages","Persons","249","units","0","v1061314681","31.1.1","657375","","","","0"
"2014","Outaouais, Quebec","2016S05002460","Both sexes","All ages","Persons","249","units","0","v1061315011","32.1.1","380448","","","","0"
"2015","Outaouais, Quebec","2016S05002460","Both sexes","All ages","Persons","249","units","0","v1061315011","32.1.1","381942","","","","0"
"2016","Outaouais, Quebec","2016S05002460","Both sexes","All ages","Persons","249","units","0","v1061315011","32.1.1","385385","","","","0"
"2017","Outaouais, Quebec","2016S05002460","Both sexes","All ages","Persons","249","units","0","v1061315011","32.1.1","388330","","","","0"
"2018","Outaouais, Quebec","2016S05002460","Both sexes","All ages","Persons","249","units","0","v1061315011","32.1.1","392200","","","","0"
"2019","Outaouais, Quebec","2016S05002460","Both sexes","All ages","Persons","249","units","0","v1061315011","32.1.1","397007","","","","0"
"2020","Outaouais, Quebec","2016S05002460","Both sexes","All ages","Persons","249","units","0","v1061315011","32.1.1","401117","","","","0"
"2021","Outaouais, Quebec","2016S05002460","Both sexes","All ages","Persons","249","units","0","v1061315011","32.1.1","404354","","","","0"
"2022","Outaouais, Quebec","2016S05002460","Both sexes","All ages","Persons","249","units","0","v1061315011","32.1.1","408979","","","","0"
"2014","Abitibi-Témiscamingue, Quebec","2016S05002465","Both sexes","All ages","Persons","249","units","0","v1061315341","33.1.1","147734","","","","0"
"2015","Abitibi-Témiscamingue, Quebec","2016S05002465","Both sexes","All ages","Persons","249","units","0","v1061315341","33.1.1","147305","","","","0"
"2016","Abitibi-Témiscamingue, Quebec","2016S05002465","Both sexes","All ages","Persons","249","units","0","v1061315341","33.1.1","147293","","","","0"
"2017","Abitibi-Témiscamingue, Quebec","2016S05002465","Both sexes","All ages","Persons","249","units","0","v1061315341","33.1.1","147609","","","","0"
"2018","Abitibi-Témiscamingue, Quebec","2016S05002465","Both sexes","All ages","Persons","249","units","0","v1061315341","33.1.1","147607","","","","0"
"2019","Abitibi-Témiscamingue, Quebec","2016S05002465","Both sexes","All ages","Persons","249","units","0","v1061315341","33.1.1","147634","","","","0"
"2020","Abitibi-Témiscamingue, Quebec","2016S05002465","Both sexes","All ages","Persons","249","units","0","v1061315341","33.1.1","147922","","","","0"
"2021","Abitibi-Témiscamingue, Quebec","2016S05002465","Both sexes","All ages","Persons","249","units","0","v1061315341","33.1.1","148162","","","","0"
"2022","Abitibi-Témiscamingue, Quebec","2016S05002465","Both sexes","All ages","Persons","249","units","0","v1061315341","33.1.1","148493","","","","0"
"2014","Mauricie, Quebec","2016S05002470","Both sexes","All ages","Persons","249","units","0","v1061315671","34.1.1","266251","","","","0"
"2015","Mauricie, Quebec","2016S05002470","Both sexes","All ages","Persons","249","units","0","v1061315671","34.1.1","266240","","","","0"
"2016","Mauricie, Quebec","2016S05002470","Both sexes","All ages","Persons","249","units","0","v1061315671","34.1.1","267021","","","","0"
"2017","Mauricie, Quebec","2016S05002470","Both sexes","All ages","Persons","249","units","0","v1061315671","34.1.1","268434","","","","0"
"2018","Mauricie, Quebec","2016S05002470","Both sexes","All ages","Persons","249","units","0","v1061315671","34.1.1","269455","","","","0"
"2019","Mauricie, Quebec","2016S05002470","Both sexes","All ages","Persons","249","units","0","v1061315671","34.1.1","271244","","","","0"
"2020","Mauricie, Quebec","2016S05002470","Both sexes","All ages","Persons","249","units","0","v1061315671","34.1.1","274096","","","","0"
"2021","Mauricie, Quebec","2016S05002470","Both sexes","All ages","Persons","249","units","0","v1061315671","34.1.1","277419","","","","0"
"2022","Mauricie, Quebec","2016S05002470","Both sexes","All ages","Persons","249","units","0","v1061315671","34.1.1","281163","","","","0"
"2014","Saguenay-Lac-Saint-Jean, Quebec","2016S05002475","Both sexes","All ages","Persons","249","units","0","v1061316001","35.1.1","277623","","","","0"
"2015","Saguenay-Lac-Saint-Jean, Quebec","2016S05002475","Both sexes","All ages","Persons","249","units","0","v1061316001","35.1.1","277222","","","","0"
"2016","Saguenay-Lac-Saint-Jean, Quebec","2016S05002475","Both sexes","All ages","Persons","249","units","0","v1061316001","35.1.1","277076","","","","0"
"2017","Saguenay-Lac-Saint-Jean, Quebec","2016S05002475","Both sexes","All ages","Persons","249","units","0","v1061316001","35.1.1","277174","","","","0"
"2018","Saguenay-Lac-Saint-Jean, Quebec","2016S05002475","Both sexes","All ages","Persons","249","units","0","v1061316001","35.1.1","277388","","","","0"
"2019","Saguenay-Lac-Saint-Jean, Quebec","2016S05002475","Both sexes","All ages","Persons","249","units","0","v1061316001","35.1.1","278032","","","","0"
"2020","Saguenay-Lac-Saint-Jean, Quebec","2016S05002475","Both sexes","All ages","Persons","249","units","0","v1061316001","35.1.1","278968","","","","0"
"2021","Saguenay-Lac-Saint-Jean, Quebec","2016S05002475","Both sexes","All ages","Persons","249","units","0","v1061316001","35.1.1","279957","","","","0"
"2022","Saguenay-Lac-Saint-Jean, Quebec","2016S05002475","Both sexes","All ages","Persons","249","units","0","v1061316001","35.1.1","282330","","","","0"
"2014","Côte-Nord, Quebec","2016S05002480","Both sexes","All ages","Persons","249","units","0","v1061316331","36.1.1","95113","","","","0"
"2015","Côte-Nord, Quebec","2016S05002480","Both sexes","All ages","Persons","249","units","0","v1061316331","36.1.1","93940","","","","0"
"2016","Côte-Nord, Quebec","2016S05002480","Both sexes","All ages","Persons","249","units","0","v1061316331","36.1.1","92713","","","","0"
"2017","Côte-Nord, Quebec","2016S05002480","Both sexes","All ages","Persons","249","units","0","v1061316331","36.1.1","91824","","","","0"
"2018","Côte-Nord, Quebec","2016S05002480","Both sexes","All ages","Persons","249","units","0","v1061316331","36.1.1","91160","","","","0"
"2019","Côte-Nord, Quebec","2016S05002480","Both sexes","All ages","Persons","249","units","0","v1061316331","36.1.1","90717","","","","0"
"2020","Côte-Nord, Quebec","2016S05002480","Both sexes","All ages","Persons","249","units","0","v1061316331","36.1.1","90605","","","","0"
"2021","Côte-Nord, Quebec","2016S05002480","Both sexes","All ages","Persons","249","units","0","v1061316331","36.1.1","90523","","","","0"
"2022","Côte-Nord, Quebec","2016S05002480","Both sexes","All ages","Persons","249","units","0","v1061316331","36.1.1","90405","","","","0"
"2014","Nord-du-Québec, Quebec","2016S05002490","Both sexes","All ages","Persons","249","units","0","v1061316661","37.1.1","44095","","","","0"
"2015","Nord-du-Québec, Quebec","2016S05002490","Both sexes","All ages","Persons","249","units","0","v1061316661","37.1.1","44533","","","","0"
"2016","Nord-du-Québec, Quebec","2016S05002490","Both sexes","All ages","Persons","249","units","0","v1061316661","37.1.1","44720","","","","0"
"2017","Nord-du-Québec, Quebec","2016S05002490","Both sexes","All ages","Persons","249","units","0","v1061316661","37.1.1","45086","","","","0"
"2018","Nord-du-Québec, Quebec","2016S05002490","Both sexes","All ages","Persons","249","units","0","v1061316661","37.1.1","45557","","","","0"
"2019","Nord-du-Québec, Quebec","2016S05002490","Both sexes","All ages","Persons","249","units","0","v1061316661","37.1.1","45894","","","","0"
"2020","Nord-du-Québec, Quebec","2016S05002490","Both sexes","All ages","Persons","249","units","0","v1061316661","37.1.1","46186","","","","0"
"2021","Nord-du-Québec, Quebec","2016S05002490","Both sexes","All ages","Persons","249","units","0","v1061316661","37.1.1","46643","","","","0"
"2022","Nord-du-Québec, Quebec","2016S05002490","Both sexes","All ages","Persons","249","units","0","v1061316661","37.1.1","46916","","","","0"
"2014","Ontario","2016A000235","Both sexes","All ages","Persons","249","units","0","v1061316991","38.1.1","13617553","","","","0"
"2015","Ontario","2016A000235","Both sexes","All ages","Persons","249","units","0","v1061316991","38.1.1","13707118","","","","0"
"2016","Ontario","2016A000235","Both sexes","All ages","Persons","249","units","0","v1061316991","38.1.1","13875394","","","","0"
"2017","Ontario","2016A000235","Both sexes","All ages","Persons","249","units","0","v1061316991","38.1.1","14070141","","","","0"
"2018","Ontario","2016A000235","Both sexes","All ages","Persons","249","units","0","v1061316991","38.1.1","14308697","","","","0"
"2019","Ontario","2016A000235","Both sexes","All ages","Persons","249","units","0","v1061316991","38.1.1","14544701","","","","0"
"2020","Ontario","2016A000235","Both sexes","All ages","Persons","249","units","0","v1061316991","38.1.1","14726022","","","","0"
"2021","Ontario","2016A000235","Both sexes","All ages","Persons","249","units","0","v1061316991","38.1.1","14809257","","","","0"
"2022","Ontario","2016A000235","Both sexes","All ages","Persons","249","units","0","v1061316991","38.1.1","15109416","","","","0"
"2014","Ottawa, Ontario","2016S05003510","Both sexes","All ages","Persons","249","units","0","v1061317321","39.1.1","1317706","","","","0"
"2015","Ottawa, Ontario","2016S05003510","Both sexes","All ages","Persons","249","units","0","v1061317321","39.1.1","1327551","","","","0"
"2016","Ottawa, Ontario","2016S05003510","Both sexes","All ages","Persons","249","units","0","v1061317321","39.1.1","1345974","","","","0"
"2017","Ottawa, Ontario","2016S05003510","Both sexes","All ages","Persons","249","units","0","v1061317321","39.1.1","1367184","","","","0"
"2018","Ottawa, Ontario","2016S05003510","Both sexes","All ages","Persons","249","units","0","v1061317321","39.1.1","1391825","","","","0"
"2019","Ottawa, Ontario","2016S05003510","Both sexes","All ages","Persons","249","units","0","v1061317321","39.1.1","1416869","","","","0"
"2020","Ottawa, Ontario","2016S05003510","Both sexes","All ages","Persons","249","units","0","v1061317321","39.1.1","1440336","","","","0"
"2021","Ottawa, Ontario","2016S05003510","Both sexes","All ages","Persons","249","units","0","v1061317321","39.1.1","1453180","","","","0"
"2022","Ottawa, Ontario","2016S05003510","Both sexes","All ages","Persons","249","units","0","v1061317321","39.1.1","1478020","","","","0"
"2014","Kingston-Pembroke, Ontario","2016S05003515","Both sexes","All ages","Persons","249","units","0","v1061317651","40.1.1","465630","","","","0"
"2015","Kingston-Pembroke, Ontario","2016S05003515","Both sexes","All ages","Persons","249","units","0","v1061317651","40.1.1","466258","","","","0"
"2016","Kingston-Pembroke, Ontario","2016S05003515","Both sexes","All ages","Persons","249","units","0","v1061317651","40.1.1","469340","","","","0"
"2017","Kingston-Pembroke, Ontario","2016S05003515","Both sexes","All ages","Persons","249","units","0","v1061317651","40.1.1","474873","","","","0"
"2018","Kingston-Pembroke, Ontario","2016S05003515","Both sexes","All ages","Persons","249","units","0","v1061317651","40.1.1","480744","","","","0"
"2019","Kingston-Pembroke, Ontario","2016S05003515","Both sexes","All ages","Persons","249","units","0","v1061317651","40.1.1","485351","","","","0"
"2020","Kingston-Pembroke, Ontario","2016S05003515","Both sexes","All ages","Persons","249","units","0","v1061317651","40.1.1","489600","","","","0"
"2021","Kingston-Pembroke, Ontario","2016S05003515","Both sexes","All ages","Persons","249","units","0","v1061317651","40.1.1","493247","","","","0"
"2022","Kingston-Pembroke, Ontario","2016S05003515","Both sexes","All ages","Persons","249","units","0","v1061317651","40.1.1","500354","","","","0"
"2014","Muskoka-Kawarthas, Ontario","2016S05003520","Both sexes","All ages","Persons","249","units","0","v1061317981","41.1.1","381292","","","","0"
"2015","Muskoka-Kawarthas, Ontario","2016S05003520","Both sexes","All ages","Persons","249","units","0","v1061317981","41.1.1","383370","","","","0"
"2016","Muskoka-Kawarthas, Ontario","2016S05003520","Both sexes","All ages","Persons","249","units","0","v1061317981","41.1.1","387746","","","","0"
"2017","Muskoka-Kawarthas, Ontario","2016S05003520","Both sexes","All ages","Persons","249","units","0","v1061317981","41.1.1","393986","","","","0"
"2018","Muskoka-Kawarthas, Ontario","2016S05003520","Both sexes","All ages","Persons","249","units","0","v1061317981","41.1.1","399829","","","","0"
"2019","Muskoka-Kawarthas, Ontario","2016S05003520","Both sexes","All ages","Persons","249","units","0","v1061317981","41.1.1","402873","","","","0"
"2020","Muskoka-Kawarthas, Ontario","2016S05003520","Both sexes","All ages","Persons","249","units","0","v1061317981","41.1.1","405528","","","","0"
"2021","Muskoka-Kawarthas, Ontario","2016S05003520","Both sexes","All ages","Persons","249","units","0","v1061317981","41.1.1","409884","","","","0"
"2022","Muskoka-Kawarthas, Ontario","2016S05003520","Both sexes","All ages","Persons","249","units","0","v1061317981","41.1.1","416387","","","","0"
"2014","Toronto, Ontario","2016S05003530","Both sexes","All ages","Persons","249","units","0","v1061318311","42.1.1","6312201","","","","0"
"2015","Toronto, Ontario","2016S05003530","Both sexes","All ages","Persons","249","units","0","v1061318311","42.1.1","6358913","","","","0"
"2016","Toronto, Ontario","2016S05003530","Both sexes","All ages","Persons","249","units","0","v1061318311","42.1.1","6439436","","","","0"
"2017","Toronto, Ontario","2016S05003530","Both sexes","All ages","Persons","249","units","0","v1061318311","42.1.1","6530390","","","","0"
"2018","Toronto, Ontario","2016S05003530","Both sexes","All ages","Persons","249","units","0","v1061318311","42.1.1","6649625","","","","0"
"2019","Toronto, Ontario","2016S05003530","Both sexes","All ages","Persons","249","units","0","v1061318311","42.1.1","6776147","","","","0"
"2020","Toronto, Ontario","2016S05003530","Both sexes","All ages","Persons","249","units","0","v1061318311","42.1.1","6862015","","","","0"
"2021","Toronto, Ontario","2016S05003530","Both sexes","All ages","Persons","249","units","0","v1061318311","42.1.1","6869291","","","","0"
"2022","Toronto, Ontario","2016S05003530","Both sexes","All ages","Persons","249","units","0","v1061318311","42.1.1","7012508","","","","0"
"2014","Kitchener-Waterloo-Barrie, Ontario","2016S05003540","Both sexes","All ages","Persons","249","units","0","v1061318641","43.1.1","1298220","","","","0"
"2015","Kitchener-Waterloo-Barrie, Ontario","2016S05003540","Both sexes","All ages","Persons","249","units","0","v1061318641","43.1.1","1314029","","","","0"
"2016","Kitchener-Waterloo-Barrie, Ontario","2016S05003540","Both sexes","All ages","Persons","249","units","0","v1061318641","43.1.1","1341125","","","","0"
"2017","Kitchener-Waterloo-Barrie, Ontario","2016S05003540","Both sexes","All ages","Persons","249","units","0","v1061318641","43.1.1","1369886","","","","0"
"2018","Kitchener-Waterloo-Barrie, Ontario","2016S05003540","Both sexes","All ages","Persons","249","units","0","v1061318641","43.1.1","1400301","","","","0"
"2019","Kitchener-Waterloo-Barrie, Ontario","2016S05003540","Both sexes","All ages","Persons","249","units","0","v1061318641","43.1.1","1429394","","","","0"
"2020","Kitchener-Waterloo-Barrie, Ontario","2016S05003540","Both sexes","All ages","Persons","249","units","0","v1061318641","43.1.1","1455896","","","","0"
"2021","Kitchener-Waterloo-Barrie, Ontario","2016S05003540","Both sexes","All ages","Persons","249","units","0","v1061318641","43.1.1","1477910","","","","0"
"2022","Kitchener-Waterloo-Barrie, Ontario","2016S05003540","Both sexes","All ages","Persons","249","units","0","v1061318641","43.1.1","1520407","","","","0"
"2014","Hamilton-Niagara Peninsula, Ontario","2016S05003550","Both sexes","All ages","Persons","249","units","0","v1061318971","44.1.1","1430959","","","","0"
"2015","Hamilton-Niagara Peninsula, Ontario","2016S05003550","Both sexes","All ages","Persons","249","units","0","v1061318971","44.1.1","1442045","","","","0"
"2016","Hamilton-Niagara Peninsula, Ontario","2016S05003550","Both sexes","All ages","Persons","249","units","0","v1061318971","44.1.1","1458859","","","","0"
"2017","Hamilton-Niagara Peninsula, Ontario","2016S05003550","Both sexes","All ages","Persons","249","units","0","v1061318971","44.1.1","1478171","","","","0"
"2018","Hamilton-Niagara Peninsula, Ontario","2016S05003550","Both sexes","All ages","Persons","249","units","0","v1061318971","44.1.1","1499806","","","","0"
"2019","Hamilton-Niagara Peninsula, Ontario","2016S05003550","Both sexes","All ages","Persons","249","units","0","v1061318971","44.1.1","1522771","","","","0"
"2020","Hamilton-Niagara Peninsula, Ontario","2016S05003550","Both sexes","All ages","Persons","249","units","0","v1061318971","44.1.1","1542327","","","","0"
